topic,prompt,sample_id,generated_poem
joy,Write a poem about joy:,0,"And do thou know the bliss which you are to receive;
But with great pain and with great sorrow
And without remorse for any fault,
And without remorse for any ill-will,
Then thou wouldst find it in us:
But with great pain and with great sorrow
And without remorse for any fault,
Then thou wouldst find it in us:
But with great pain and with great sorrow
And without remorse for any fault
Then thou wouldst find it"
joy,Write a poem about joy:,1,"And if you love
My love, you will never see it
in your heart.
Love is a kind of memory
that burns when it gets in your throat.
Love is a little something
that makes your heart move.
Love is a little thing that gives me
a sense of unity.
In the midst of the love,
I find the sweetest light,
the gentle warmest love.
Love is what helps me to be free
from stress."
joy,Write a poem about joy:,2,"Oh, how sweet and so wonderful
Your gentle voice
Was too much to bear.
O, that's not it
The love that has made you,
Is so much sweet and so wonderful
Your gentle voice
Was too much to bear.
O, that's not it
The love that has made you,
Is so much sweet and so wonderful
Your gentle voice
Was too much to bear.
O, that's not it
The love that has made"
june,Write a poem about june:,0,"The year's first summer morning
was the evening we were playing the piano
and jingling our hands
in front of our house
that morning we were suddenly awoken
and there was a light on the piano
and jingle in the air like a bell
the second we woke to the sound of an unearthly voice
and jingle in the air like a bell
we heard what sounded like an unearthly voice
and as we took our long breaths
the"
june,Write a poem about june:,1,"I don't know it's so funny,
But I was thinking that it's just a joke,
And just because it was so fun, I got some fun,
And it's funny.


I don't know it's a really funny poem,
I don't know it's one of the best poems I've ever written,
It just gets me down.
And sometimes I'm always writing funny poems,
But sometimes I'm just trying to write funny poems"
june,Write a poem about june:,2,"I'll make sure you know all the poems you'd write about.
So you can write poems about
a flower, a leaf, or a
tree.
A poem about a tree, a leaf, or a
tree.
A poem about a leaf, a leaf, or a
tree.
A poem about a leaf, a leaf, or a
tree.
A poem about a leaf, a leaf, or a
tree.
A poem about a leaf"
justice,Write a poem about justice:,0,"What I hear is a voice telling me
My life depends on justice—what I hear is a voice telling me
My life depends on Justice.
The poem:
What I hear is a voice telling me
My life depends on Justice.
The poem:
What I hear is a voice telling me
My life depends on Justice.
The poem:
What I hear is a voice telling me
My life depends on Justice.
The poem:
What I hear is"
justice,Write a poem about justice:,1,"Justice, justice, justice… is the only thing that keeps the world together.
That's why I've come to this conclusion…
Justice, justice, justice… is the only thing that keeps the world together.
The justice of a law
A law that makes a man a better man
When you are not trying to win a fight, you are fighting a war.
The justice of a war that can bring people together,
When you are not fighting a war, you"
justice,Write a poem about justice:,2,"A poem about justice:
A poem about justice:
You hear about justice. I hear about justice.
The truth is, justice does not work. It's not fair, it's not humane, or it's not a system of justice.
You hear about justice. I hear about justice.
I don't know what justice means, but I do know it's not the right thing to do.
But we do know what justice means.
Justice is an imperfect human"
kiss,Write a poem about kiss:,0,"Barely 2 words, I can say this, but
The kissing takes its shape when one kiss
Of each second to finish
By giving the love the same expression
That we could write and sing
In different parts of the world
When they kiss each other on the cheek
Of the day they kiss again
And the day after they kiss again
They kiss for love.
In a way it takes a second for me to
Be in love with you.
B"
kiss,Write a poem about kiss:,1,"In order to be happy, you must write a poem about kiss.
When the kiss is to be finished, write a poem about kiss.
When the kiss is to be finished, write a poem about kiss.
Do not kiss with a smiley face,
No, no, no, no, no, no, not kissing,
No, no, no, no, no, not kissing, no, no, no, no, no, no, no,"
kiss,Write a poem about kiss:,2,"You can always kiss me
But the thought of touching you is scary
It's an amazing feeling
As you're feeling me on your skin
You kiss me and it's amazing
It's as if you're trying to escape
You're feeling me on your skin
It's as if I've taken you away
You're feeling me on my skin
You're touching my heart like you're drowning
You're in my eyes
You're kissing me for the love of my"
laughter,Write a poem about laughter:,0,"I've found that you can be funny
With a smile,
It's just as funny
If you laugh like you normally do,
And you smile like you normally do.
You can be funny with the smile,
And it's just as funny if you laugh like you normally do.
If you laugh like you normally do, and you laugh like you normally do,
You can be funny with the laugh, and it's just as funny if you laugh like you normally"
laughter,Write a poem about laughter:,1,"If you like it, love it and keep it
and love it more.
Laugh is good, love is bad,
It's not easy to make an impression.
If you like it, enjoy it,
It's not easy to make an impression.
Laugh is not easy to make an impression.
If you like it, enjoy it,
It's not easy to make an impression.
Laugh is not easy to make an impression.
Laugh"
laughter,Write a poem about laughter:,2,"It is not the laughter but the laughter,
A new song will be sung to you
On the first day of a week:
I hope I have not got you.
But if you really do want to live the life of a man,
My hope is that you will live the life of a woman.
And if you are so interested in being loved,
You will be my best friend.
Do you know that my happiness is not only your happiness,
But"
life,Write a poem about life:,0,"For there to be a love in the world
With which we can live
In love and strife
The longing for love is a matter of life
That can be changed forever.
Love is our heart's love;
Love is our strength;
Love is our power;
It is our power which we can turn.
It is the reason that we are born
That is the reason that we are given up.
So why doesn't the world have love?
Because"
life,Write a poem about life:,1,"Then a poem is better than no poem.
When poets write in poetic form:
And it is true that poetry is better than no poem.
It is false that poetry is better than no poem.
If poetry is better than no poem:
It is true that poetry is better than no poem.
When poets write in poetic form:
And it is true that poetry is better than no poem.
When poets write in poetic form:
And it is true that poetry"
life,Write a poem about life:,2,"A great poem of a happy day
My heart is warm and my heart is cold
I love a song about love:
A song for love
A song of a happy day
My heart is warm and my heart is cold
I love a song about love
A poem of a happy day
A love poem for my heart
A song of a happy day
My heart is warm and my heart is cold
I love a poem about love
A poem of a happy day"
lonely,Write a poem about lonely:,0,How are you? I've got a good way there. But there's an old lady. I told her I would do her an honor. How dare you? There's something strange about this. She says I don't know what it is. I'm still too young to remember the words. Do you know what you've done? I told her to tell her what happened. It's not like you could call this a friendship. You're young. It's not like you're ready to
lonely,Write a poem about lonely:,1,"But you will not understand it
It is the true love
That leaves you.
And I will be there
To bring you your true love
And hope you will be happy
Because I am you
My true love
As far as my heart goes
And all the rest
Will remain the same.
Don't believe me
They say you are
A lonely spirit
And lonely men
They say that you are not
The love you are.
I will be"
lonely,Write a poem about lonely:,2,"And we are both alone;
And in the heart of the song we sing the song;
In the heart of the poem we sing the song
As the poem sings us the song
Is still alive when we sing the song.
In the heart of the poem we sing the song
As the poem sings us the song.
In the heart of the poem we sing the song
As the poem sings us the song
Is still alive when we sing the song.
To"
loss,Write a poem about loss:,0,"The poem is a part of my life.
The poem is a part of my life.
The poem is a part of my life.
A poem is a part of my life.
There is something about the poem I am afraid of.
You want to tell me that I was afraid.
You want to ask me what is wrong with you.
You want to share your tears and ask me if I can help you.
The poem is a part of my life"
loss,Write a poem about loss:,1,"""A lot of sadness,"" says an author. ""It's not that the world is cruel. It's that the people and the circumstances are horrible. It's a huge shock, but it is a human experience. It is a profound human experience, one that you can understand in a lot of ways. It is the way you feel, in a kind of physical way.""
It's a kind of human experience, one that you can understand in a lot of ways. It is the way"
loss,Write a poem about loss:,2,"You have been through a huge loss. You don't know what's ahead. You have to find something better to share.
You've been through a big loss. You don't know what's ahead.
You think that something better to share is possible.
You think that your loss is something that doesn't seem to matter.
You think that something that isn't worth sharing is somehow worth it.
You think that something that isn't worth sharing is something that just looks better"
lost,Write a poem about lost:,0,"You know your place,
And when the day comes for you to leave
You'll find your place as the only one left.
You'll find a place in life that you can always call home.
Your life is full of joy and love.
Your happiness is all around you.
Your life is full of laughter,
And your sadness and sorrow makes you laugh.
Your life is full of dreams and laughter.
Your life is full of laughter and laughter."
lost,Write a poem about lost:,1,"A poem of grief:
How much it must love to die
A poem of pain:
How much it must miss me
A poem of joy
What it must have wanted to do,
What it must have missed,
What it must have missed,
How much it must love to be sad
A poem of love
A poem of pain
Why should it lose one's life?
A poem of pain
Why should it lose all?
A poem of pain"
lost,Write a poem about lost:,2,"Lyrics by Jules Verne.
Lyrics by Jules Verne.
Lyrics by Jules Verne.
Lyrics by Jules Verne.
Words by Peter J. Schumacher.
Lyrics by Peter J. Schumacher.
Lyrics by Peter J. Schumacher.
Words by Peter J. Schumacher.
Words by Peter J. Schumacher.
Lyrics by Peter J. Schumacher."
love,Write a poem about love:,0,"love is just an end,
love is just a means,
love is just a means to an end.
Love is a gift,
love is just a means to an end.
Love is a great gift,
love is just a means to an end.
Love is the gift you give away,
love is just a means to an end.
Love is the gift you give away,
love is just a means to an end.
Love is the gift"
love,Write a poem about love:,1,"The love is in the air (love is all around you)
And the love is in the water (love is all around me)
And the love is in the air and the rain is streaming
And the love is in the fire and the winds are blowing
And the love is in the water and the wind is blowing
In love is a loving one (in all):
It is a love you can not express
The love is not in a blanket or blanket
That"
love,Write a poem about love:,2,"If you love me, you'll have a heart,
If you love me, I'll let you take it,
If you love me, I'll let you run it.
Love is a man's best weapon;
Love is a man's best friend;
Love is your best friend.
Love is your best friend in every respect.
Love is your friend in every respect.
Love is your friend in every respect.
Love is your friend in every respect."
lust,Write a poem about lust:,0,"My love is sweet
When I hear your words,
Your love is cold
And you're a good girl,
But for a moment,
You cry,
I can't believe
My love will be happy
When my heart thunders
With the kiss that would've made you happy
In the morning,
But you cry.
You cry,
What could I have done to make you happy
?
My love will never be happy

And you cry"
lust,Write a poem about lust:,1,"It'll come so fast and furious in my heart,
Which will not fail to tear and tear away
The last drop of my blood;
But if it be so, let it flow in like a stream,
The last drop of my blood is the last drop,
That all my pain be gone, and that I shall not run
Until death, or the last drop of my blood,
All is at an end, and nothing is left to me,
So the"
lust,Write a poem about lust:,2,"It's like a poem, or a song
That I can listen to or play
When I'm in love with someone
And it's almost like the song
Or the poem
Or the song
Is a good song, or a good song
The love of my heart is just what's keeping me happy
It's like love is just a part of me
That makes me happy,
But when it's like a poem,
It's a song that I can hear"
marriage,Write a poem about marriage:,0,"Your best friend loves you,
Your best friend loves you too,
And your best friend loves you.
Your best friend will be glad to hear
A love you love to you as a gift.
Your best friend will be grateful for your love
And will love you with an open heart.
Your best friend will not be jealous if you hate her
And do not let her get jealous,
If you don't love her as much as you love her.
Your"
marriage,Write a poem about marriage:,1,"A poem about love
Love is something you can do
You can make a difference
And I will be glad to hear your words:
Love isn't just a tool for making life easier,
But it's a tool for making life easier for you.
Love is the best way to live your life.
Love is the best way to live your life.
Love is the best way to live your life.
Love is the best way to live your life.
Love is"
marriage,Write a poem about marriage:,2,"This poem was written as I was going up that hill,
to go home.
The hills are beautiful.
The beautiful ones.
The beautiful ones.
You can't make out a picture from a picture.
What you can see is the difference between a picture and a picture.
If a picture is of the same shape as a picture, that's not a picture.
The pictures are of the same color as a picture.
If a picture is of the same"
memory,Write a poem about memory:,0,"Memories, remembering, memory
The dream that was it all,
For you were born in a dream,
And now your soul is gone.
You have forgotten something, you have lost
This last bit of your life.
So go ahead, write one story,
In remembrance of what you are.
But I promise you never to tell it again,
You'll never tell the same story again.
So go ahead, write one poem,
With words,"
memory,Write a poem about memory:,1,"Your memories do not last forever and
Remembering them is like listening to a song by a friend
or a song by a friend.
Each song, no matter what song it is,
remains the same,
until you remember your memories.
If you have forgotten, you cannot know the meaning
of that song.
You can only remember what is written and
What is written is remembered.
Every time you write your poem,
your memory is lost forever."
memory,Write a poem about memory:,2,"The way you recall your memories is through the use of memories
A memory from a dream or a daydream is an emotional memory
It's not your usual memory to remember the past
It's all one day's memory of your day
You're trying to remember the past as if it were a memory
You're repeating past memories to get rid of memories
You can forget the past when you want to remember your day
The past is your memory when you need to remember your day"
mirror,Write a poem about mirror:,0,"By God is not,
Who is not my mirror,
A mirror of my self,
A mirror of me,
A mirror of all my life.
For you,
The mirror of my self,
Your life.
For you,
The mirror of your self,
You,
My mirror,
As I have always loved.
When you fall,
You fall,
Your eyes open,
To gaze down upon me.
The mirror of my"
mirror,Write a poem about mirror:,1,"If the sun shines the black
and there is no sun,
I am a mirror, I stand on my face.
If the moon shines the white
and there is no moon,
I am a mirror, I stand on my face.
If the sun shines the white
and there is no sun,
I am a mirror, I stand on my face.
If the moon shines the white
and there is no moon,
I am a mirror, I stand"
mirror,Write a poem about mirror:,2,A poem of mirrors with mirrors! A poem that mirrors a mirror! A poem with mirrors! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors a mirror! A poem that mirrors
money,Write a poem about money:,0,"But we're not money
We're money. We're not even money.
The poet was talking about the way money could help us
The poet was talking about the way money could help us.
The poet said we could write
a poem about money and have it get bigger
But we're not money, we're not money.
The poet was talking about how money could help us
He said money was a sign
So we were still cash
But the poem didn"
money,Write a poem about money:,1,"Why am I rich?
I'm rich;
I'm wealthy;
I am rich.
I'm rich.
How can I keep this?
Let's keep on this road.
We're gonna have to start again.
You know, that's what this place is,
the house of the rich.
I want to help you find a place to live
and I don't know where I am going to go.
Well, I don't know who"
money,Write a poem about money:,2,"For the poet whose poetry I will speak,
Take the money you have and share it with me:
For this poet who cannot write a poem,
I will take you with me:
For you have to speak as a poet,
To hear as a poet,
And to understand as a poet:
For the poet who cannot write poetry,
I will take you with me:
To hear as a poet,
And to understand as a poet:
For the"
moon,Write a poem about moon:,0,"I wrote this poem about moon:
A poem about moon is not a poem about moon. It is a poem about moon's
unraveling from the human experience.
""You've done a fine job: not a poem about moon
but a poem about moon's power.""
""Moonlight is the most powerful weapon on earth.""
""Moonlight will create life.""
""Moonlight is not just some moonlit star.""
""Moonlight can bring you happiness."""
moon,Write a poem about moon:,1,"This poem is more than a poem
It is the foundation of my life.
I am the mother of the moon
To this woman, that,
A dream of a young moon was dreamt.
The moon is my life.
As a mother, you will have to grow up.
You will have to find your voice
And the voices of the stars.
You will have to go to your doctor
For your symptoms are now severe.
You will have to"
moon,Write a poem about moon:,2,"That's what he wanted me to write
And I loved you so much I couldn't stop crying
I never thought I'd write a poem about moon
If he'd tell you how to write a poem about moon
I'd write a poem about moon!
If he'd tell you how to write a poem about moon
I'd write a poem about moon!
If he'd tell you how to write a poem about moon
I'd write a poem about moon!
If"
mother,Write a poem about mother:,0,"A girl in a high-school year home school is always out partying, because she knows how to get along with boys.

A boy in high school says to her, ""Hey, girl, get in the car, get home, and I'll hang out with you.""

A girl in a high-school year home school is always on her way home, because she likes to take a walk.

A boy in high school says, ""Hey, girl, get in the car"
mother,Write a poem about mother:,1,"To my dear husband and daughters
My dear father and daughters
How would you love
The only one who
Saved you,
That will live.
I am glad we live
In such a happy little village
I could tell you how much you loved
But the truth is that
What I felt was only
Sugar-sweet love.
But I'm glad that you are alive
And have come to live
With your family!
So love the mother as"
mother,Write a poem about mother:,2,"Mother, thou wast an easy,
Mother, my heart was not strong.
Mother, you were a woman,
Mother, my heart was not strong.
Mother, I was your mother,
Mother, my heart was not strong.
Mother, I was your mother,
Mother, my heart was not strong.
Mother, I was your mother,
Mother, my heart was not strong.
Mother, I was your mother,
Mother, my heart was not"
murder,Write a poem about murder:,0,"""This time it is for the night, it is for a time of mourning,
I have a very sad heart, but all the day I am gone:
In the last days I have been very happy, so now I am dead
I had a terrible fear, but now I live
So I find myself free, in a very happy state,
It is a very happy life for me, so I am free
The one who is not free, so I am free"
murder,Write a poem about murder:,1,"My thoughts are a nightmare,
I'm afraid to die,
But I do believe that a good life
Will make me a better person.
To me, life is an escape from a nightmare
That takes no thought or deed.
My thoughts are a nightmare,
I do believe that a good life
Will make me a better person.
To me, life is an escape from a nightmare
That takes no thought or deed.
To me, life is an escape"
murder,Write a poem about murder:,2,"The love that is not only true and eternal, but
The perfect love for a mother
Which makes life seem like heaven
And even though the world is empty
You know that I cannot say no.
I want you to know that there is love
You know that you are loved;
I want you to know that there is love for me.
I want you to know that your love is eternal,
And there is nothing you cannot love for you.
Love is"
music,Write a poem about music:,0,"The first poem about music is the first poem about music. The poems are written in a letter
written at the start of the poem,
that begins in the beginning of the poem.
The poem is then finished with a little tune.
The poems are written on paper
and then put on paper,
that is, in pencils,
for the purposes of composing.
We use this form of writing to create a poem,
with no ink on the paper.
We"
music,Write a poem about music:,1,
music,Write a poem about music:,2,"""Music is a good teacher, and a good teacher, too.
It's like a beautiful painting of the wind,
And the melody is like the music,
And you have a picture of your teacher,
And I hear the teacher sing,
And you have a picture of your teacher,
And I sing and I sing,
And you have a picture of your teacher,
And I can do that.""
""The teacher is not always good at what he does"
nature,Write a poem about nature:,0,"""I am your world; I am the world you created. I am the world you built. I am the earth; I am the earth I created, but only the earth.""
""Earth,"" says poet David Foster Wallace, ""is a land. It is a land you created. It is the ground I built. It is the water that flows through the sand that comes down, the waves that come from the ground that I created. It is the water that you breathe, and I"
nature,Write a poem about nature:,1,"Nature is not the center of the universe;
Nature is not the center of the universe,
Nature is not the center of the universe.
Nature is not the center of the universe,
Nature is not the center of the universe.
Nature is not the center of the universe,
Nature is not the center of the universe.
Nature is not the center of the universe,
Nature is not the center of the universe.
Nature is not the center of the universe,"
nature,Write a poem about nature:,2,"When I say nature is nature,
It is like this:
It is all my creation;
My life is nothing but what it is:
It is all my world;
My body is nothing but what it is
Nothing but my body;
My world is nothing but what I am
Nothing but my body.
All of my life is in love;
My world is not one thing;
My body is nothing but what I am
Nothing but my body."
night,Write a poem about night:,0,"'The day is dark, and I'm still asleep'
And 'the sun does not rise'
I don't want to be sleepy
But there is nothing to do
To do any other way
I don't want to be sleepy and sad
But there is nothing to do
To do any other way
I don't want to be sad and happy
'The day is dark, and I'm still asleep'
And 'the sun does not rise'
I"
night,Write a poem about night:,1,"If you can't sleep and wake from this, why can't I sleep?
A poem about nights:
If you can't sleep and wake from this, why can't I sleep?
A poem about sleep:
If you can't sleep and wake from this, why can't I sleep?
A poem about sleep:
If you can't sleep and wake from this, why can't I sleep?
A poem about sleep:
If you can't sleep and wake"
night,Write a poem about night:,2,"By night, in a dark room,
It's all dark. The shadows, and
the bright lights, and the bright colors
the colors of all those lights.
The only things left of me
when I woke up were the sheets
of sheets.
I didn't know what my dreams were,
I had dreams, and dreams are dreams.
So I wrote a poem about night,
In a dark room,
It's all dark. The shadows, and"
ocean,Write a poem about ocean:,0,"Forgive me,
That I have seen no other way
The same as your own
I wish to thank
The many who sent you,
For they could all be in love
Or for you
Were more like them than the rest,
The most beautiful of the sea,
Or the least human
That I know.
Love is a flower
It never grows old
And never dies.
If it were true that I was
The most precious one,"
ocean,Write a poem about ocean:,1,"A poem of ocean is ocean,
A poem of ocean is ocean.
An ocean poem
is ocean, a poem of ocean.
The ocean poem is ocean, a poem of ocean.
In the ocean poem ocean is ocean.
There is a poem of ocean on my mind
and I will write this poem.
You will read this poem in my dream
and I will write this poem.
The ocean poem is ocean, a poem of ocean.
If the"
ocean,Write a poem about ocean:,2,"It is so beautiful, we don't need a story, or an excuse.
It is so beautiful, we don't need a story, or an excuse.
It is so beautiful, we do need a story.
And it is so beautiful, we don't need to be a hero.
We are the sun, and we are the moon,
And we are the star, and we are the sun and moon.
And they are so beautiful, and they are beautiful"
paris,Write a poem about paris:,0,"'C'est le paris qu'il pas peau d'aître,
'Est les paris que ne paris,
'Je suis le paris qu'il pas peau d'aître.'
(César de la bien, avec la luta à la bien,
'Le paris d'eux seulement,
'L'une la bien seulement,
'Je su"
paris,Write a poem about paris:,1,"Here are those who shall die,
And the one who shall rise;
And the one who shall stand;
And the one who shall be
Who shall be able to say what he says;
For a child shall be a child,
He shall be a child,
And he shall be a child,
And he shall be a child,
And he shall be a child,
And he shall be a child,
And he shall be a child,
And"
paris,Write a poem about paris:,2,
passion,Write a poem about passion:,0,"I'm always drawn to pain;
You may be my friend,
But I love you when you're dead;
I can never understand how that's possible
For a man who has done nothing,
But a soul who has suffered.
But your heart has no pain:
That's why I love you:
I'd never lose it for you
I love you when you're dead.
Don't think I'm crazy;
The pain's over,
And"
passion,Write a poem about passion:,1,"I'll tell you why love and love are like the sky and the trees
You'll see, I'll tell you what we do.
There will be no more love between our hearts
We will all be the same;
But love and love are so different
As we do the same things to each other
We have not been that way;
And we have all come to hate
How can we love one another?
I will tell you why love is so hard to"
passion,Write a poem about passion:,2,"A word is one thing only one thing is.
""Love is a wonderful feeling that binds you together.
In my heart
I'm the same
You must love me every day with your heart
A day of rest, and
I will never forget
My love for you.
""When you love me you can call me
""A beautiful person with deep thoughts.
""But when you don't love me
You find me a little lonely.
""Don't"
peace,Write a poem about peace:,0,"If you know the peace you will endure,
When you can give us your love,
When you can give us our love.
Peace has been given to us
By the Lord
with God's help
If we do this to you again
then peace will be ours.
Peace is made for us by our hearts
Peace is made to have
the gift of a loving God
We may use and enjoy it forever
Peace is made to be
the gift of God"
peace,Write a poem about peace:,1,"The peace of my heart, and of my mind, are now a truth of my heart
That I know not, and is a lie.
Peace and love, and love are in us all.
Peace is life, and a life of love.
Peace is time, and love.
Peace is love, and love is a love.
Peace is love.
Peace is love, and love is a love.
Peace is the light of our lives, and the light"
peace,Write a poem about peace:,2,"Do thou not believe in the power of love
and love shall not make things perfect
and love shall be with the one
and love shall be with the one.
Do not imagine in your dreams
that you may not be alone
and make dreams of happiness
and dreams of bliss.
Do not believe in the power of love
and love shall not make things perfect
and love shall be with the one
and love shall be with the one.
Do not imagine in"
pink,Write a poem about pink:,0,"The poet said, 'I want to do this for me, and I want to do it without any help,' and so he did. I hope he did.'
I hope that he does. I hope he has that chance. I hope he does. He'll be a good poet, and in that way he'll be the writer of poems. He may be a poet or a poet, as long as I write. If he does, I'll write about it.
In a poem"
pink,Write a poem about pink:,1,"What would happen to you if a cat started talking to you
and made you weep?
What would happen to you if the cats started talking to you
but you didn't feel any pity?
What would happen to you if the cats started talking to you
but you didn't feel any pity?
What would happen to you if the cats started talking to you
but you didn't feel any sympathy?
You would be a bit of a pain in the ass.
Well"
pink,Write a poem about pink:,2,"I'd love to write something,
but I haven't read a poem like this
in more than one year.
Love and kindness can't escape my mind.
I wonder, though, what it means to be pink.
Love makes you want to be pink,
but it makes you feel sad and sad.
Love's power comes from love,
and love's love is stronger than love.
Love is love's power,
because it's true love."
poem,Write a poem about poem:,0,
poem,Write a poem about poem:,1,"1. Love is something of a word,
2. It means that you are free to have the freedom,
3. Love is what a friend might say when he
says ""your love is right"".
4. Love can be seen in a different light than the day
of your life,
5. It's not a question of what you want, but of what you are
going through.
6. Love is not a part of your life,
7"
poem,Write a poem about poem:,2,"If you are a poem poet,
Let go this poem with it
It will make you happy.
You want to write a poem,
Let go this poem with it.
It will make you feel happy.
If you are a poem poet,
Let go this poem with it.
It will make you feel sad.
If you are a poem poem poet,
Let go this poem with it.
It will make you happy.
If you are a poem"
poetry,Write a poem about poetry:,0,"In writing, if I am writing in rhyme,
I am writing a poem and I am just getting started.
If it is all that I can do,
I am the same and we are just going to hang out.
When I write poems, they do not seem to be like poems,
That is because I can not be very good at it.
However, when I write poems in rhyme,
I have to write some words, I have to write"
poetry,Write a poem about poetry:,1,"The poet is the best
Of all poets;
He knows what they are;
He loves them, and love is
A strong heart.
To the artist poetry is
The first step toward being
Of all poets;
The artist is the best
Of all poets;
He knows what they are;
He loves them, and love is
A strong heart.
To the poet poets are
The first step toward being
Of all poets;
The artist is"
poetry,Write a poem about poetry:,2,"Take care of your work and remember your heart,
The one thing that matters is the words.


What is poetry?
The answer is to love.


Love doesn't just have a name, it has meaning.
We love poems for the word, the expression, the meaning.
It doesn't mean that it's written for you.
It means that you are the only one who wants to be loved.


What poetry means?
Love doesn't mean"
poverty,Write a poem about poverty:,0,"In the land of a thousand days,
A thousand years, and there shall be none.
In the land of a thousand years,
A thousand years, and there shall be none.
The land of a thousand years, and there shall be none.
The land of a thousand years, and there shall be none.
In the land of a thousand years, and there shall be none.
The land of a thousand years, and there shall be none.
The land"
poverty,Write a poem about poverty:,1,"A poem about poverty is more than a poem about love:
A poem about poverty is more than a poem about love:
A poem about poverty is more than a poem about love:
""A poem about poverty is more than a poem about love:
""A poem about poverty is more than a poem about love:
""A poem about poverty is more than a poem about love:
""A poem about poverty is more than a poem about love:
""A poem about"
poverty,Write a poem about poverty:,2,"Every little problem is a human problem,
And every little hardship is a human problem.
I pray to thee that thou hast found that life is worth living
To love life and to help others.
I pray to thee that thou hast found that life is worth living to have
A chance to grow beyond the reach of human frailty
And to be part of a flourishing society with a happy life.
I pray that thou hast found that life is worth living to have
The"
power,Write a poem about power:,0,"You're right; you're right; you're right; you're right;
What you're doing and not
Why does your hand
Do it like my hand
You are doing and not
When do you decide?
What if you didn't go
You're doing and not
What if you just did
You're not doing and not
What if you just did it for a little while
You're going to be a part of it again
You're going to"
power,Write a poem about power:,1,"My power is power: not a mere matter of my being:
My power is power -
My power is power -
The powers of my being -
All power -
And all my power -
My power -
My power is power -
The powers of my being -
And my power -
This is how my power is:
My power is power -
You power is power -
Your power is power -
The powers of my being -
And"
power,Write a poem about power:,2,"""I shall be a god,
And I shall be a king,
And I shall live forever.
I will live forever,
The end, if I live to be king,
And the end, if I die,
I shall be a god,
And I shall live forever.
""I will be a god,
And I shall be a king,
And I shall live forever.
""I will be a god,
And I shall live forever"
racism,Write a poem about racism:,0,"The racism of our culture
Tells us we are a racist nation
And tells us we are lazy
And lazy we aren't smart
And lazy we don't have any ideas
And lazy we don't understand
The racism of our culture
Tells us we are lazy and lazy
And lazy we aren't smart
And lazy we don't have any ideas
And lazy we don't know
The racism of our culture
Tells us we are lazy and lazy
And"
racism,Write a poem about racism:,1,"A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about racism:
A poem about"
racism,Write a poem about racism:,2,"You will find this poem very interesting.
One could easily think it meant something like
The people's lives, which I think can have profound impact
On life-force.
One could also think of the injustices they face
While the things they do not do
Are simply the result of others' decisions.
I think of this poem as a reflection of what we all can do,
Through an understanding of our own feelings,
We can find something powerful in someone's"
rain,Write a poem about rain:,0,"""A rainy night, rain, you will come
to my house again, I will say it.
""A rainy day, rain, you will come
to my house again, I will say it.
""A rainy night, rain, you will come
to my house again, I will say it.
""A rainy day, rain, you will come
to my house again, I will say it.
""A rainy night, rain"
rain,Write a poem about rain:,1,"There is a storm coming on the ground
and I have no time to cry
or to weep
and it is a wind that is blowing
and the rain is coming
and the rain is coming
and the wind is blowing
and I have no time to cry
or to weep
and it is a wind that is blowing
and the rain is coming
and the rain is coming
and I have no time to cry
or to weep
and it is a wind that"
rain,Write a poem about rain:,2,"This poem is more than just a poem
It will help you to enjoy your poem
Or to express your feelings in a way that is sincere
I don't mean to say that you must be sincere
I am merely saying that this poem is to express your emotions and feelings
My intention is to express your innermost desire
I'm very confident that you will find happiness with the poem
You can't say that you can't live with that poem
Or that you cannot believe that"
rainbow,Write a poem about rainbow:,0,"The Rainbow rainbow in the sky is the rainbow that lies in the deepest end of the rainbow.
Rainbow is the perfect rainbow to be seen when
wandering at the sea.
""And as the rainbow swells, so does the sky.
The rainbow rises and falls, and in its center there is the white and violet.
The white and violet that make up the rainbow are the colors of all the colors in nature,
and the sky is all of those colors in"
rainbow,Write a poem about rainbow:,1,"You can't write a poem about rainbow with an English accent
The accent is pronounced as I write
The accent is pronounced as the word I write
You can't write about rainbow with an American accent
The accent is pronounced as I write
I have two American accents
I have two American accents
The accent is pronounced as I write
You can't write about rainbow with an English accent
The accent is pronounced as I write
The accent is pronounced as I write
I have"
rainbow,Write a poem about rainbow:,2,"Buddha:
I'm so glad for thee.
And it's easy to believe the world is round.
Buddha:
But I am in love with you.
Buddha:
And if not in love with me,
I don't love you.
Buddha:
Yes, and if I did,
My love would not be so different.
Buddha:
If you love me so,
I will never be with"
red,Write a poem about red:,0,"the red red, the red red
the red red is the new red, the red red
the new red, the new red, the new red
the new red, the new red, the new red
the new red, the new red, the new red
the red red, the red red, the new red
the red red, the red red, the red red
the red red, the red red, the red red
the red red, the red red"
red,Write a poem about red:,1,"You can't see it from the black.
You can't see that this thing has been red for generations.
You can't see what that thing must have been.
You can't even see that it must have had such a different identity.
You can't see how it must have been different and had the identity that it had.
You can't even see that this thing must have had the identity that it had.
You can't even see how this thing must have"
